EVENT NAME,EVENT EXCERPT,EVENT VENUE NAME,EVENT ORGANIZER NAME,EVENT START DATE,EVENT START TIME,EVENT END DATE,EVENT END TIME,ALL DAY EVENT,TIMEZONE,HIDE FROM EVENT LISTINGS,STICKY IN MONTH VIEW,EVENT CATEGORY,EVENT TAGS,EVENT COST,EVENT CURRENCY SYMBOL,EVENT CURRENCY POSITION,EVENT FEATURED IMAGE,EVENT WEBSITE,EVENT SHOW MAP LINK,EVENT SHOW MAP,ALLOW COMMENTS,ALLOW TRACKBACKS AND PINGBACKS,EVENT DESCRIPTION
Video opnamen,Video opnames t.b.v. vlog en film over KHM.,Oyfo,KHM,28-8-2022,20:00:00,31-10-2022,20:00:00,WAAR,Europe/Amsterdam,WAAR,ONWAAR,Promotie,Promotie,0,€,prefix,,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,Video opnames t.b.v. vlog en film over KHM.
KHM Kerstconcert,Kerstconcert KHM met ander koor,Kristalkerk,KHM,15-12-2022,19:30:00,15-12-2022,22:00:00,ONWAAR,Europe/Amsterdam,ONWAAR,WAAR,Concert,Kerst, Concert, KHM,1,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,Kerstconcert van het KHM met gastkoor
Presentatie stadslied,Presentatie ‘Stadslied van Hengelo’ tijdens nieuwjaarsreceptie gemeente Hengelo,Gemeentehuis,Gemeente Hengelo,4-1-2023,10:00:00,4-1-2023,11:00:00,ONWAAR,Europe/Amsterdam,ONWAAR,ONWAAR,Optreden,Promotie, KHM, Optreden,0,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,Presentatie ‘Stadslied van Hengelo’ tijdens nieuwjaarsreceptie gemeente Hengelo
PROMS2023,PROMS concerten schouwburg Hengelo net KHM, Pop enZo en TJHO,Schouwburg,KHM,14-1-2023,20:00:00,14-1-2023,22:00:00,ONWAAR,Europe/Amsterdam,ONWAAR,ONWAAR,Concert,KHM, Concert,15,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,PROMS concerten schouwburg Hengelo net KHM, Pop enZo en TJHO
PROMS2023,PROMS concerten schouwburg Hengelo net KHM, Pop enZo en TJHO,Schouwburg,KHM,15-1-2023,20:00:00,15-1-2023,22:00:00,ONWAAR,Europe/Amsterdam,ONWAAR,ONWAAR,Concert,KHM, Concert,15,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,PROMS concerten schouwburg Hengelo net KHM, Pop enZo en TJHO
Meezingconcert,Groot project met projectzangers.,Oyfo,KHM,1-4-2023,20:00:00,31-5-2023,20:00:00,WAAR,Europe/Amsterdam,WAAR,ONWAAR,Concert,KHM, Concert, Promotie,0,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,Groot project met projectzangers.
Opening Marktplein,Opening van ‘Het nieuwe marktplein’. Optreden KHM met het stadslied van Hengelo,Hengelo,Gemeente Hengelo,1-4-2023,20:00:00,31-5-2023,20:00:00,WAAR,Europe/Amsterdam,WAAR,ONWAAR,Optreden,KHM, Optreden,,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,Opening van ‘Het nieuwe marktplein’. Optreden KHM met het stadslied van Hengelo
Amusing 2023,Amusing Hengelo 2023,Hengelo,Amusing,3-6-2023,09:00:00,3-6-2023,17:00:00,ONWAAR,Europe/Amsterdam,ONWAAR,WAAR,Optreden,KHM, Optreden, Amusing,0,€,prefix,,,WAAR,WAAR,ONWAAR,ONWAAR,Amusing Hengelo 2023
