CORNWALL;Cornwall Model Boats Ltd;Unit 3B, Highfield Rd Ind Est;Camelford;PL32 9RA;Cornwall;https://www.cornwallmodelboats.co.uk/;0;0;0;;
DORDRECHT;Modelbouw-Dordrecht;Voorstraat 360;;3311 CX;Dordrecht;https://modelbouw-dordrecht.nl/;6,95;50;0;;
KRIKKE;Modelbouw Krikke;Nieuweweg 22;;9711 TE;Groningen;https://www.modelbouwkrikke.nl/;7,25;100;0;;
HOBBYMODELBOUW;Hobby & Modelbouw;Angstelkade 2a unit 3.3;(Let op alleen webshop!);3631 NA;Nieuwersluis;https://www.hobby-en-modelbouw.nl/;6,95;100;0;;
MEIJERBLESSING;Meijer & Blessing;Westewagenstraat 27;;3011 AR;Rotterdam;https://www.meijerenblessing.nl/;6,99;100;0;;
TOOLSTATION;Toolstation;Wegtersweg 14 24;;7556 BR;Hengelo;https://toolstation.nl;5;20;0;;
